timestamp,close_time,open,high,low,close,volume,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,number_of_trades
2024-01-03 01:30:00,2024-01-03 05:29:59.999,45039.49,45297.26,44600.0,44946.91,6655.569,299215580.0,3374.9827,151753000.0,272684
2024-01-03 05:30:00,2024-01-03 09:29:59.999,44946.91,45410.91,44862.11,45262.69,4750.686,214685700.0,2111.4614,95408640.0,192132
2024-01-03 09:30:00,2024-01-03 13:29:59.999,45262.7,45384.84,44940.93,45011.77,4691.115,212059730.0,2193.4253,99152270.0,177168
2024-01-03 13:30:00,2024-01-03 17:29:59.999,45011.77,45500.0,43500.0,43702.88,13237.527,591986400.0,5794.8257,259196320.0,467869
2024-01-03 17:30:00,2024-01-03 21:29:59.999,43702.89,43716.0,40750.0,43000.01,35484.152,1501608200.0,17330.19,733627140.0,1070151
2024-01-03 21:30:00,2024-01-04 01:29:59.999,43000.01,43567.92,42000.0,42596.67,16895.342,724424450.0,8556.207,366975650.0,541788
2024-01-04 01:30:00,2024-01-04 05:29:59.999,42596.66,42966.27,42518.7,42845.23,6135.729,262340140.0,3117.8828,133305230.0,208933
2024-01-04 05:30:00,2024-01-04 09:29:59.999,42845.23,43220.56,42613.77,43102.8,5488.1387,235508700.0,2617.7078,112325510.0,202297
2024-01-04 09:30:00,2024-01-04 13:29:59.999,43102.79,43273.08,42756.97,42763.08,5443.3965,234500560.0,2412.5154,103944750.0,229597
2024-01-04 13:30:00,2024-01-04 17:29:59.999,42763.08,43233.81,42616.28,43176.32,6746.4097,289821660.0,3149.0369,135305310.0,291681
2024-01-04 17:30:00,2024-01-04 21:29:59.999,43176.33,44329.99,43097.06,44051.1,11599.01,506197340.0,6024.9814,262922670.0,438640
2024-01-04 21:30:00,2024-01-05 01:29:59.999,44051.1,44437.5,43777.86,43956.48,9399.521,413991300.0,4515.488,198903400.0,334627
2024-01-05 01:30:00,2024-01-05 05:29:59.999,43956.48,44729.58,43890.9,44151.1,9361.587,415075780.0,4886.171,216673620.0,323102
2024-01-05 05:30:00,2024-01-05 09:29:59.999,44151.1,44284.0,42450.0,43465.21,11721.503,510733660.0,5577.4575,243020780.0,420972
2024-01-05 09:30:00,2024-01-05 13:29:59.999,43465.21,43926.0,43187.89,43777.47,4949.6104,215887950.0,2508.1318,109415710.0,246256
2024-01-05 13:30:00,2024-01-05 17:29:59.999,43777.48,44324.8,43433.0,43771.34,7055.637,309990240.0,3527.538,154984820.0,336389
2024-01-05 17:30:00,2024-01-05 21:29:59.999,43771.34,44110.07,43100.0,43500.01,10044.28,439370850.0,5005.3867,218999500.0,478180
2024-01-05 21:30:00,2024-01-06 01:29:59.999,43500.01,43808.07,43100.46,43600.0,7460.076,324206820.0,3806.0962,165415540.0,308961
2024-01-06 01:30:00,2024-01-06 05:29:59.999,43600.0,44357.46,43580.51,44145.11,6844.1465,300764400.0,3590.4539,157818670.0,274087
2024-01-06 05:30:00,2024-01-06 09:29:59.999,44145.12,44214.42,43812.5,43931.1,3123.462,137401020.0,1435.137,63128996.0,154177
2024-01-06 09:30:00,2024-01-06 13:29:59.999,43931.1,43971.1,43397.05,43653.2,4242.7974,185157980.0,2082.4468,90875450.0,200745
2024-01-06 13:30:00,2024-01-06 17:29:59.999,43653.2,43771.1,43551.28,43671.96,2449.55,106967544.0,1267.3787,55342828.0,160976
2024-01-06 17:30:00,2024-01-06 21:29:59.999,43671.97,43920.08,43527.27,43867.17,2610.1384,114246424.0,1432.9274,62721704.0,148168
2024-01-06 21:30:00,2024-01-07 01:29:59.999,43867.17,44148.58,43828.5,43906.36,2971.2444,130557720.0,1653.7698,72673890.0,162512
2024-01-07 01:30:00,2024-01-07 05:29:59.999,43906.35,43980.0,43611.19,43968.32,2437.8694,106882184.0,1176.9113,51598924.0,130064
2024-01-07 05:30:00,2024-01-07 09:29:59.999,43968.32,44259.29,43833.4,43940.41,3397.4377,149621820.0,1722.2592,75853064.0,154901
2024-01-07 09:30:00,2024-01-07 13:29:59.999,43940.41,44100.0,43843.52,44080.0,2347.118,103252744.0,1195.6072,52596550.0,122921
2024-01-07 13:30:00,2024-01-07 17:29:59.999,44080.0,44167.81,43880.65,44061.1,3023.735,133106220.0,1499.5814,66011132.0,150116
2024-01-07 17:30:00,2024-01-07 21:29:59.999,44061.1,44480.59,43945.15,44047.57,5972.9893,264377730.0,3055.6619,135276300.0,264807
2024-01-07 21:30:00,2024-01-08 01:29:59.999,44047.57,44262.53,43700.0,44244.77,3590.8914,158125760.0,1834.9021,80818216.0,185104
2024-01-08 01:30:00,2024-01-08 05:29:59.999,44244.77,44269.92,43572.09,43929.02,4691.6797,206150820.0,2305.512,101315740.0,231410
2024-01-08 05:30:00,2024-01-08 09:29:59.999,43929.01,43986.0,43175.0,43518.2,7371.991,321147970.0,3489.3367,152025380.0,278129
2024-01-08 09:30:00,2024-01-08 13:29:59.999,43518.2,44341.8,43430.79,43974.55,7157.432,313769730.0,3743.3462,164113570.0,289248
2024-01-08 13:30:00,2024-01-08 17:29:59.999,43974.55,44688.0,43641.73,44635.99,6636.2676,292836480.0,3690.9607,162951620.0,272154
2024-01-08 17:30:00,2024-01-08 21:29:59.999,44636.0,45333.0,44350.0,44963.04,17212.54,773408300.0,9193.642,413144600.0,592257
2024-01-08 21:30:00,2024-01-09 01:29:59.999,44963.04,47248.99,44793.97,46979.35,24462.977,1129425400.0,13631.62,629282100.0,688409
2024-01-09 01:30:00,2024-01-09 05:29:59.999,46979.36,47207.16,46653.84,46951.04,9973.369,468184260.0,4979.9,233794910.0,244267
2024-01-09 05:30:00,2024-01-09 09:29:59.999,46951.04,47150.0,46230.0,46926.96,10102.129,471883100.0,4990.4575,233093920.0,330462
2024-01-09 09:30:00,2024-01-09 13:29:59.999,46926.96,46940.0,46599.43,46825.51,4707.4097,220181760.0,2225.9487,104110690.0,200740
2024-01-09 13:30:00,2024-01-09 17:29:59.999,46825.52,46874.94,46381.1,46615.99,6018.835,280345440.0,2946.0505,137217140.0,254090
2024-01-09 17:30:00,2024-01-09 21:29:59.999,46616.0,47051.21,45450.0,46868.09,15811.823,737352800.0,8236.746,384292740.0,646752
2024-01-09 21:30:00,2024-01-10 01:29:59.999,46868.08,46975.0,46500.0,46876.01,7310.483,341656130.0,3307.4702,154593890.0,311714
2024-01-10 01:30:00,2024-01-10 05:29:59.999,46876.0,47972.0,44748.67,46110.0,25976.986,1200022800.0,13118.781,606842800.0,893987
2024-01-10 05:30:00,2024-01-10 09:29:59.999,46110.0,46249.14,45622.0,46117.1,6964.5264,319977060.0,3374.852,155095020.0,225920
2024-01-10 09:30:00,2024-01-10 13:29:59.999,46117.1,46186.0,45734.56,45757.98,4441.3013,204129010.0,2152.2915,98924340.0,181245
2024-01-10 13:30:00,2024-01-10 17:29:59.999,45757.98,45861.1,45000.0,45515.89,8371.113,381237570.0,4054.9797,184690020.0,327778
2024-01-10 17:30:00,2024-01-10 21:29:59.999,45515.88,45662.01,44300.36,45546.4,17519.35,789410400.0,8883.906,400411970.0,776415
2024-01-10 21:30:00,2024-01-11 01:29:59.999,45546.39,46666.0,45173.97,46489.18,17808.512,820236350.0,9843.486,453477000.0,571964
2024-01-11 01:30:00,2024-01-11 05:29:59.999,46489.19,47695.93,44800.0,46653.99,34806.61,1608819100.0,18601.28,860528400.0,1050266
2024-01-11 05:30:00,2024-01-11 09:29:59.999,46654.0,46750.0,46200.0,46502.16,7964.915,370461300.0,4072.8232,189452100.0,306470
2024-01-11 09:30:00,2024-01-11 13:29:59.999,46502.17,46507.08,45618.1,46101.4,7551.8735,348167840.0,3517.1218,162091330.0,338183
2024-01-11 13:30:00,2024-01-11 17:29:59.999,46101.4,47150.0,46052.0,47060.0,8538.485,397952640.0,4778.049,222666320.0,366320
2024-01-11 17:30:00,2024-01-11 21:29:59.999,47059.99,48969.48,46463.19,46783.78,36318.805,1733428900.0,19142.74,914185700.0,1030386
2024-01-11 21:30:00,2024-01-12 01:29:59.999,46783.77,47022.07,45606.06,46692.3,19172.266,886726200.0,9038.069,418058600.0,618511
2024-01-12 01:30:00,2024-01-12 05:29:59.999,46692.29,46975.0,46084.69,46339.16,7923.9844,368402780.0,3527.3652,164013870.0,338581
2024-01-12 05:30:00,2024-01-12 09:29:59.999,46339.16,46515.53,45898.0,45994.0,5377.44,248268480.0,2562.0186,118301680.0,254664
2024-01-12 09:30:00,2024-01-12 13:29:59.999,45994.01,46366.0,45742.49,46008.19,5766.2686,265453010.0,2939.3013,135341420.0,243968
2024-01-12 13:30:00,2024-01-12 17:29:59.999,46008.19,46267.0,45537.37,45954.35,7038.7056,323262850.0,3597.2703,165215890.0,329175
2024-01-12 17:30:00,2024-01-12 21:29:59.999,45954.35,46109.0,44333.44,44462.01,19196.217,868350850.0,9267.707,419323650.0,663068
2024-01-12 21:30:00,2024-01-13 01:29:59.999,44462.0,44675.88,43212.0,43472.55,26388.041,1154636300.0,12635.582,553008640.0,753664
2024-01-13 01:30:00,2024-01-13 05:29:59.999,43472.56,43981.1,41500.0,42782.73,22561.266,967512260.0,10705.701,459649600.0,564653
2024-01-13 05:30:00,2024-01-13 09:29:59.999,42782.74,42997.29,42436.12,42609.94,9945.534,424718370.0,4661.6616,199139470.0,283887
2024-01-13 09:30:00,2024-01-13 13:29:59.999,42609.94,43254.03,42555.84,43102.97,6237.8223,268135840.0,3267.3179,140425950.0,237656
2024-01-13 13:30:00,2024-01-13 17:29:59.999,43102.97,43254.96,42509.11,42624.0,6962.3003,298353950.0,3230.0237,138399970.0,261431
2024-01-13 17:30:00,2024-01-13 21:29:59.999,42624.01,43257.0,42505.0,43154.48,6063.3564,259713540.0,3208.0652,137424220.0,294696
2024-01-13 21:30:00,2024-01-14 01:29:59.999,43154.48,43185.0,42724.39,42786.25,4181.8433,179476350.0,1965.7714,84351930.0,203711
2024-01-14 01:30:00,2024-01-14 05:29:59.999,42786.25,43040.01,42699.52,42847.99,2727.6182,116972560.0,1415.2583,60690664.0,152862
2024-01-14 05:30:00,2024-01-14 09:29:59.999,42847.99,42890.23,42643.98,42681.82,2769.173,118375250.0,1420.711,60732756.0,135489
2024-01-14 09:30:00,2024-01-14 13:29:59.999,42681.82,43060.0,42562.56,43011.44,3036.7532,130051170.0,1641.2869,70295496.0,134251
2024-01-14 13:30:00,2024-01-14 17:29:59.999,43011.44,43079.0,42759.34,42829.99,2885.2766,123816300.0,1295.9722,55621580.0,148177
2024-01-14 17:30:00,2024-01-14 21:29:59.999,42829.99,43005.25,42710.0,42904.38,3635.8662,155771780.0,1917.9774,82174150.0,178408
2024-01-14 21:30:00,2024-01-15 01:29:59.999,42904.39,43010.84,42632.59,42660.0,4024.3682,172531340.0,1954.7675,83809930.0,225801
2024-01-15 01:30:00,2024-01-15 05:29:59.999,42660.0,42745.98,41720.0,41732.35,11876.972,501666940.0,5459.5938,230627740.0,413601
2024-01-15 05:30:00,2024-01-15 09:29:59.999,41732.35,42640.0,41718.05,42565.99,5828.298,246286460.0,3306.1372,139694350.0,199931
2024-01-15 09:30:00,2024-01-15 13:29:59.999,42565.99,42824.68,42499.01,42714.78,4383.5176,186966420.0,2167.0808,92438990.0,176349
2024-01-15 13:30:00,2024-01-15 17:29:59.999,42714.78,42775.0,42540.0,42697.99,3812.5232,162643280.0,1850.686,78955410.0,176992
2024-01-15 17:30:00,2024-01-15 21:29:59.999,42698.0,42958.03,42163.32,42278.99,8595.735,365344800.0,4317.082,183485700.0,376007
2024-01-15 21:30:00,2024-01-16 01:29:59.999,42278.99,43400.43,42249.0,42992.67,12331.307,530571650.0,5742.689,246876510.0,504846
2024-01-16 01:30:00,2024-01-16 05:29:59.999,42992.67,43114.45,42342.18,42511.1,5318.513,227170290.0,2541.0854,108546450.0,223486
2024-01-16 05:30:00,2024-01-16 09:29:59.999,42511.1,42939.5,42466.88,42924.56,4025.2793,171802740.0,2294.3838,97929176.0,199910
2024-01-16 09:30:00,2024-01-16 13:29:59.999,42924.57,42946.05,42606.92,42791.13,3648.2495,156073870.0,1829.7426,78271496.0,164607
2024-01-16 13:30:00,2024-01-16 17:29:59.999,42791.14,43153.66,42720.06,42900.54,4849.2456,208167440.0,2518.0542,108094470.0,214377
2024-01-16 17:30:00,2024-01-16 21:29:59.999,42900.55,43314.73,42050.0,43252.67,17967.986,766956350.0,10147.05,432828000.0,549260
2024-01-16 21:30:00,2024-01-17 01:29:59.999,43252.45,43434.0,42834.29,43166.11,7723.957,333173400.0,3853.247,166221870.0,330107
2024-01-17 01:30:00,2024-01-17 05:29:59.999,43166.1,43578.01,43060.69,43137.95,6831.0283,295773300.0,3422.0793,148180420.0,258319
2024-01-17 05:30:00,2024-01-17 09:29:59.999,43137.94,43198.0,42844.98,42849.0,3711.9526,159745310.0,1648.7533,70968650.0,137129
2024-01-17 09:30:00,2024-01-17 13:29:59.999,42849.0,42925.49,42619.6,42655.94,3612.236,154624500.0,1791.1589,76678030.0,139152
2024-01-17 13:30:00,2024-01-17 17:29:59.999,42655.95,42850.55,42564.0,42680.16,4412.747,188575970.0,2141.9475,91529330.0,195125
2024-01-17 17:30:00,2024-01-17 21:29:59.999,42680.16,42926.02,42365.58,42482.79,9542.901,406703200.0,4830.4043,205876400.0,394911
2024-01-17 21:30:00,2024-01-18 01:29:59.999,42482.8,42745.99,42200.69,42611.11,6233.4927,264581620.0,3202.2017,135933200.0,263131
2024-01-18 01:30:00,2024-01-18 05:29:59.999,42611.1,42876.48,42450.0,42776.1,5752.884,245657860.0,3033.7397,129547160.0,308724
2024-01-18 05:30:00,2024-01-18 09:29:59.999,42776.09,42784.4,42502.19,42592.05,2777.2524,118442500.0,1184.1156,50494480.0,122651
2024-01-18 09:30:00,2024-01-18 13:29:59.999,42592.04,42922.0,42589.0,42915.33,3393.1133,145186580.0,1687.2585,72191016.0,142502
2024-01-18 13:30:00,2024-01-18 17:29:59.999,42915.32,42930.0,42387.68,42544.59,4867.136,207507410.0,2253.4678,96060000.0,206353
2024-01-18 17:30:00,2024-01-18 21:29:59.999,42544.6,42810.0,42353.8,42619.32,5286.5317,224957040.0,2729.3123,116148020.0,233952
2024-01-18 21:30:00,2024-01-19 01:29:59.999,42619.31,42619.32,40831.99,41022.32,17408.656,725467000.0,7881.2773,328626200.0,490040
2024-01-19 01:30:00,2024-01-19 05:29:59.999,41022.33,41366.99,40683.28,41327.5,10174.827,417866020.0,5349.7114,219772910.0,270589
2024-01-19 05:30:00,2024-01-19 09:29:59.999,41327.51,41370.99,40752.26,41055.87,5747.521,236347410.0,2749.5527,113084030.0,191938
2024-01-19 09:30:00,2024-01-19 13:29:59.999,41055.88,41576.0,41038.81,41284.25,5252.304,217003600.0,2985.6282,123354520.0,162449
2024-01-19 13:30:00,2024-01-19 17:29:59.999,41284.26,41509.69,41143.33,41475.37,4432.771,183338900.0,2264.9497,93674750.0,173855
2024-01-19 17:30:00,2024-01-19 21:29:59.999,41475.37,41488.2,40718.0,40894.71,9260.888,380526560.0,4386.9536,180223980.0,306311
2024-01-19 21:30:00,2024-01-20 01:29:59.999,40894.71,41979.0,40280.0,41814.27,16100.601,661205600.0,8167.906,335642850.0,542133
2024-01-20 01:30:00,2024-01-20 05:29:59.999,41814.27,42196.86,41517.6,41659.03,7548.66,315424350.0,3792.51,158498600.0,264742
2024-01-20 05:30:00,2024-01-20 09:29:59.999,41659.03,41700.0,41456.3,41634.65,2986.2124,124171940.0,1529.3428,63592016.0,155607
2024-01-20 09:30:00,2024-01-20 13:29:59.999,41634.64,41774.0,41564.81,41650.95,2111.6091,87956940.0,1003.6407,41805056.0,109519
2024-01-20 13:30:00,2024-01-20 17:29:59.999,41650.95,41668.66,41459.02,41580.83,3106.3525,129101020.0,1357.6371,56423104.0,147167
2024-01-20 17:30:00,2024-01-20 21:29:59.999,41580.82,41700.0,41478.0,41570.11,2908.642,120979730.0,1385.8958,57640108.0,151278
2024-01-20 21:30:00,2024-01-21 01:29:59.999,41570.1,41684.94,41526.36,41632.96,2143.2139,89153760.0,1042.6069,43368420.0,117199
2024-01-21 01:30:00,2024-01-21 05:29:59.999,41632.97,41872.56,41610.54,41696.04,2667.9648,111404616.0,1238.243,51706436.0,126554
2024-01-21 05:30:00,2024-01-21 09:29:59.999,41696.05,41730.0,41629.87,41680.82,1600.8937,66732000.0,742.21216,30938382.0,106384
2024-01-21 09:30:00,2024-01-21 13:29:59.999,41680.83,41691.11,41564.29,41648.51,1198.6368,49910010.0,539.0614,22444890.0,80346
2024-01-21 13:30:00,2024-01-21 17:29:59.999,41648.5,41826.97,41648.5,41719.89,1972.9277,82346344.0,983.6115,41052396.0,108648
2024-01-21 17:30:00,2024-01-21 21:29:59.999,41719.9,41881.39,41605.0,41656.28,2810.1516,117382470.0,1422.1188,59403028.0,144647
2024-01-21 21:30:00,2024-01-22 01:29:59.999,41656.27,41729.77,41525.0,41719.4,2101.044,87510000.0,1018.608,42424972.0,107053
2024-01-22 01:30:00,2024-01-22 05:29:59.999,41719.39,41811.1,41500.98,41580.33,2046.5093,85270744.0,870.94867,36288536.0,110739
2024-01-22 05:30:00,2024-01-22 09:29:59.999,41580.32,41689.65,41058.22,41197.04,5194.6772,214892900.0,2471.544,102252900.0,208154
2024-01-22 09:30:00,2024-01-22 13:29:59.999,41197.04,41321.17,40684.0,41043.7,6720.5005,275778660.0,3325.0715,136438740.0,297580
2024-01-22 13:30:00,2024-01-22 17:29:59.999,41043.7,41047.51,40364.63,40815.99,8780.284,357939970.0,4359.726,177739730.0,404950
2024-01-22 17:30:00,2024-01-22 21:29:59.999,40815.92,41244.06,40350.0,40771.99,9333.277,380342660.0,4610.5967,187903780.0,458228
2024-01-22 21:30:00,2024-01-23 01:29:59.999,40772.0,40874.99,39431.58,39820.31,15416.761,619689660.0,7021.613,282477540.0,506452
2024-01-23 01:30:00,2024-01-23 05:29:59.999,39820.31,40343.18,39480.0,39568.02,9980.699,398808320.0,4999.5894,199838180.0,271886
2024-01-23 05:30:00,2024-01-23 09:29:59.999,39568.02,40118.87,39511.1,40000.44,4446.815,177273740.0,2409.4646,96060460.0,142541
2024-01-23 09:30:00,2024-01-23 13:29:59.999,40000.43,40176.74,39665.02,39780.0,3852.3665,153972300.0,1935.1083,77354690.0,140936
2024-01-23 13:30:00,2024-01-23 17:29:59.999,39780.01,39860.0,38657.0,38845.56,16327.777,638821900.0,7920.6074,310026300.0,503786
2024-01-23 17:30:00,2024-01-23 21:29:59.999,38845.56,39460.0,38555.0,39204.0,14222.941,553991900.0,7969.113,310623600.0,624000
2024-01-23 21:30:00,2024-01-24 01:29:59.999,39204.0,39654.34,38925.2,39148.07,11699.797,459658050.0,6551.474,257426580.0,395847
2024-01-24 01:30:00,2024-01-24 05:29:59.999,39148.07,39907.23,39032.02,39897.6,7406.937,292134180.0,4128.205,162925600.0,236815
2024-01-24 05:30:00,2024-01-24 09:29:59.999,39897.59,40250.0,39570.43,39614.0,7508.244,299548220.0,3857.305,153918910.0,236715
2024-01-24 09:30:00,2024-01-24 13:29:59.999,39614.0,40191.97,39557.01,39981.09,6508.9297,259286880.0,3933.247,156685870.0,231367
2024-01-24 13:30:00,2024-01-24 17:29:59.999,39981.09,40555.0,39859.51,40209.34,6433.1235,258269650.0,3309.4775,132894670.0,303054
2024-01-24 17:30:00,2024-01-24 21:29:59.999,40209.34,40298.86,39766.0,40050.71,8120.72,325011040.0,4105.891,164325550.0,426643
2024-01-24 21:30:00,2024-01-25 01:29:59.999,40050.72,40207.0,39615.76,39803.05,5715.169,228224540.0,2871.3958,114691020.0,241366
2024-01-25 01:30:00,2024-01-25 05:29:59.999,39803.04,40175.11,39484.19,40084.88,5007.6416,199364580.0,2595.7407,103370980.0,236470
2024-01-25 05:30:00,2024-01-25 09:29:59.999,40084.89,40178.84,39914.0,40012.01,3484.6592,139543950.0,1681.3828,67336740.0,134917
2024-01-25 09:30:00,2024-01-25 13:29:59.999,40012.01,40135.37,39792.01,40130.0,3648.1704,145761150.0,1683.5994,67281630.0,161793
2024-01-25 13:30:00,2024-01-25 17:29:59.999,40130.0,40300.24,39957.44,40178.07,4623.8364,185492160.0,2328.9968,93458950.0,183793
2024-01-25 17:30:00,2024-01-25 21:29:59.999,40178.07,40283.82,39623.4,39804.24,8152.9814,325391170.0,4056.025,161876350.0,346191
2024-01-25 21:30:00,2024-01-26 01:29:59.999,39804.23,40044.91,39550.0,39989.25,7402.1675,294671500.0,3960.2156,157668130.0,300017
2024-01-26 01:30:00,2024-01-26 05:29:59.999,39989.25,39995.99,39637.99,39961.09,3710.3035,147953380.0,1975.0297,78747440.0,164522
2024-01-26 05:30:00,2024-01-26 09:29:59.999,39961.09,40245.0,39822.52,40067.52,3180.5771,127384410.0,1795.3511,71920400.0,128660
2024-01-26 09:30:00,2024-01-26 13:29:59.999,40067.52,40220.0,39896.84,39969.99,3394.995,135935180.0,1524.8943,61068052.0,126414
2024-01-26 13:30:00,2024-01-26 17:29:59.999,39970.0,41348.13,39962.14,41289.52,11523.328,468414100.0,6293.5107,255848780.0,418080
2024-01-26 17:30:00,2024-01-26 21:29:59.999,41289.52,41588.0,40914.5,41422.99,12152.141,501784500.0,6495.8237,268257940.0,399772
2024-01-26 21:30:00,2024-01-27 01:29:59.999,41422.98,42193.8,41405.31,42064.49,11360.113,475937900.0,5841.1753,244703820.0,374309
2024-01-27 01:30:00,2024-01-27 05:29:59.999,42064.48,42246.82,41800.02,41823.51,5773.813,242244560.0,2724.0002,114306190.0,177626
2024-01-27 05:30:00,2024-01-27 09:29:59.999,41823.51,41933.17,41708.0,41815.01,2776.367,116112590.0,1176.6592,49215148.0,118792
2024-01-27 09:30:00,2024-01-27 13:29:59.999,41815.01,41890.0,41602.01,41710.14,2385.0667,99570780.0,1078.4425,45021520.0,109787
2024-01-27 13:30:00,2024-01-27 17:29:59.999,41710.15,41800.0,41394.34,41761.23,3747.339,156021840.0,1970.1587,82036110.0,154916
2024-01-27 17:30:00,2024-01-27 21:29:59.999,41761.22,41894.87,41714.0,41814.0,2106.6226,88016344.0,952.7144,39804492.0,125901
2024-01-27 21:30:00,2024-01-28 01:29:59.999,41813.99,41986.06,41745.26,41910.47,2256.205,94410640.0,1092.942,45738730.0,121307
2024-01-28 01:30:00,2024-01-28 05:29:59.999,41910.48,42200.0,41910.47,42120.63,2952.8164,124286510.0,1214.7329,51122656.0,120445
2024-01-28 05:30:00,2024-01-28 09:29:59.999,42120.63,42244.0,41925.0,42231.83,3931.9077,165537200.0,1422.0013,59876064.0,122350
2024-01-28 09:30:00,2024-01-28 13:29:59.999,42231.84,42842.68,42228.64,42388.82,7853.897,333913540.0,3838.7478,163190540.0,247118
2024-01-28 13:30:00,2024-01-28 17:29:59.999,42388.82,42698.0,42323.14,42471.98,4448.0845,189135500.0,2240.7944,95281496.0,186446
2024-01-28 17:30:00,2024-01-28 21:29:59.999,42471.98,42544.0,42155.55,42258.01,3978.5718,168523180.0,1918.5684,81277330.0,160609
2024-01-28 21:30:00,2024-01-29 01:29:59.999,42258.0,42354.7,41721.08,41785.92,3819.5547,160650830.0,1794.8667,75507496.0,165795
2024-01-29 01:30:00,2024-01-29 05:29:59.999,41785.91,42073.81,41620.81,42031.06,3262.983,136605650.0,1756.2094,73537416.0,150175
2024-01-29 05:30:00,2024-01-29 09:29:59.999,42031.05,42504.0,41874.94,42331.2,3437.686,145130480.0,1828.201,77186250.0,161344
2024-01-29 09:30:00,2024-01-29 13:29:59.999,42331.19,42345.36,41988.88,42053.46,2735.8523,115391850.0,1230.0271,51875780.0,116895
2024-01-29 13:30:00,2024-01-29 17:29:59.999,42053.45,42381.1,41961.1,42246.95,3204.9258,135249460.0,1530.1973,64581356.0,174889
2024-01-29 17:30:00,2024-01-29 21:29:59.999,42246.95,42647.27,41804.88,42641.75,6763.0845,284851230.0,3412.7188,143746750.0,252084
2024-01-29 21:30:00,2024-01-30 01:29:59.999,42641.75,43313.8,42518.0,42995.99,11314.829,486518050.0,5896.7715,253541730.0,346387
2024-01-30 01:30:00,2024-01-30 05:29:59.999,42995.99,43333.0,42982.66,43302.7,4086.365,176321200.0,2098.9705,90572856.0,146257
2024-01-30 05:30:00,2024-01-30 09:29:59.999,43302.71,43787.35,43133.9,43519.71,6762.217,293978850.0,3691.521,160502540.0,221628
2024-01-30 09:30:00,2024-01-30 13:29:59.999,43519.71,43570.09,43259.26,43358.25,3352.6611,145522580.0,1477.4371,64129020.0,116459
2024-01-30 13:30:00,2024-01-30 17:29:59.999,43358.24,43564.85,43215.76,43537.74,4124.1533,179054060.0,2155.8147,93611340.0,154254
2024-01-30 17:30:00,2024-01-30 21:29:59.999,43537.75,43882.36,43114.13,43375.5,9820.256,426428130.0,5209.7656,226290430.0,344549
2024-01-30 21:30:00,2024-01-31 01:29:59.999,43375.5,43599.0,43224.0,43547.98,5834.1567,253196940.0,3107.6382,134873580.0,220864
2024-01-31 01:30:00,2024-01-31 05:29:59.999,43547.99,43760.0,42683.99,42941.1,7725.802,335070500.0,3675.1238,159469490.0,258856
2024-01-31 05:30:00,2024-01-31 09:29:59.999,42941.1,43107.77,42655.07,42930.07,4913.48,210728350.0,2498.7112,107158440.0,190280
2024-01-31 09:30:00,2024-01-31 13:29:59.999,42930.06,43087.93,42871.1,43050.01,2839.5056,122049576.0,1283.5002,55171628.0,107415
2024-01-31 13:30:00,2024-01-31 17:29:59.999,43050.01,43091.1,42355.0,42647.98,6116.23,261087520.0,2979.58,127181550.0,214542
2024-01-31 17:30:00,2024-01-31 21:29:59.999,42647.98,43465.02,42521.31,43361.1,8138.7554,349162340.0,4370.3394,187505420.0,356908
2024-01-31 21:30:00,2024-02-01 01:29:59.999,43361.11,43745.11,43041.1,43334.64,8260.762,358934000.0,4174.2227,181391250.0,336714
